t_s,t_min,phase,altitude_m,fuel_mass_kg,ullage_volume_m3,tank_pressure_Pa,tank_temperature_K,o2_fraction,inert_flow_mol_s,fuel_burn_kg_s
42.0,0.7,climb,374.08000000000004,11952.699999999984,3.0591250000000194,96910.91733526395,288.09278602405277,0.20166742918871428,0.14346545867544624,1.1
43.0,0.7166666666666667,climb,382.9866666666667,11951.599999999984,3.0605000000000206,96807.75111930577,288.09008358032236,0.20149171253749462,0.143312732967144,1.1
44.0,0.7333333333333333,climb,391.8933333333333,11950.499999999984,3.06187500000002,96704.67385173157,288.08731981338127,0.20131627996641105,0.14316013893668625,1.1
45.0,0.75,climb,400.8,11949.399999999983,3.0632500000000213,96601.6854738582,288.0844947913664,0.2011411309249491,0.1430076764971994,1.1
46.0,0.7666666666666667,climb,409.70666666666665,11948.299999999983,3.064625000000021,96498.78592702972,288.08160858233896,0.20096626486381128,0.14285534556185006,1.1
47.0,0.7833333333333333,climb,418.61333333333334,11947.199999999983,3.066000000000022,96395.97515261683,288.0786612542845,0.20079168123491384,0.1427031460438443,1.1
48.0,0.8,climb,427.52,11946.099999999982,3.0673750000000215,96293.25309201691,288.07565287511306,0.20061737949138395,0.1425510778564277,1.1
49.0,0.8166666666666667,climb,436.4266666666667,11944.999999999982,3.0687500000000227,96190.61968665454,288.0725835126592,0.20044335908755673,0.14239914091288605,1.1
50.0,0.8333333333333334,climb,445.3333333333333,11943.899999999981,3.070125000000024,96088.0748779806,288.06945323468216,0.20026961947897232,0.1422473351265442,1.1
51.0,0.85,climb,454.24,11942.799999999981,3.0715000000000234,95985.61860747331,288.0662621088658,0.20009616012237297,0.1420956604107673,1.1
52.0,0.8666666666666667,climb,463.1466666666667,11941.69999999998,3.0728750000000247,95883.2508166372,288.06301020281893,0.19992298047570006,0.1419441166789596,1.1
53.0,0.8833333333333333,climb,472.05333333333334,11940.59999999998,3.074250000000024,95780.9714470038,288.0596975840751,0.19975007999809122,0.14179270384456522,1.1
54.0,0.9,climb,480.96,11939.49999999998,3.0756250000000254,95678.78044013157,288.05632432009276,0.19957745814987743,0.1416414218210682,1.1
55.0,0.9166666666666666,climb,489.8666666666666,11938.39999999998,3.077000000000025,95576.67773760545,288.0528904782556,0.1994051143925801,0.14149027052199178,1.1
56.0,0.9333333333333333,climb,498.77333333333337,11937.29999999998,3.078375000000026,95474.66328103718,288.04939612587236,0.19923304818890822,0.14133924986089885,1.1
57.0,0.95,climb,507.68,11936.199999999979,3.0797500000000255,95372.73701206553,288.0458413301769,0.19906125900275543,0.14118835975139232,1.1
58.0,0.9666666666666667,climb,516.5866666666667,11935.099999999979,3.0811250000000268,95270.89887235561,288.04222615832856,0.19888974629919715,0.14103760010711414,1.1
59.0,0.9833333333333333,climb,525.4933333333333,11933.999999999978,3.082500000000028,95169.14880359967,288.0385506774119,0.1987185095444877,0.14088697084174637,1.1
